content,score,at
Anladık en iyi müzik dinleme programısınız ama günlük şarkı dinleyebilmek ne demek arkadaşım uygulamayı tamamen paralı yapın sizinde içiniz rahatlasın ya da premium gerektiren bazı özellikleri kaldırın.,1,2025-06-27 22:26:51
çok güzel uygulama ama premium almak istemeseydi sürekli karşıma reklamları çıkıyor.,4,2025-06-27 22:20:36
Mükemmel bir uygulama 3-4 yıldır kullanıyorum fakat bazı özellikler premium olmasa daha iyi olur bence o yüzden 1 puan kırıyorum yoksa tam 5/5'lik bir uygulama,4,2025-06-27 21:52:50
çok güzel müzik dinlememe yardım ediyor oyun oynarken falan canım sıkılınca sürekli müzik açıyorum rahatsız edici reklamlar olsa da yine de çok güzel bir uygulama Spotify ben buna beş değil bin yıldız veriyorum gerçekten herkesin indirmesi gerek,5,2025-06-27 21:37:49
geri gitmek istiyom premium Spotify gerekli bence öyle olmasaydı iyiydi,4,2025-06-27 20:58:40
Saçma premium özellikleri. premiuma zorluyor resmen. ücretsiz ver. kullanıyorun ama memnunun,4,2025-06-27 20:57:08
çok güzel bazı araba sürerken ya da uyuduğumuzda şarkı çalıyor Hala kapatırsak da çalıyor Çok güzel bir uygulama🎵🔊,5,2025-06-27 20:48:30
süperr,5,2025-06-27 20:41:08
Çok güzel bir uygulama internetsiz heryerde kullanabiliyorsunuz 4 puan verilmedi verdim çünkü bir süre sonra reklam veriyor,4,2025-06-27 19:24:42
Tam müziğinin keyfini çıkarırken bir an bu müzik kullanılmıyor dedi,3,2025-06-27 19:14:56
süper,5,2025-06-27 18:36:37
İki Nirvana dinletmediniz olm bu reklamlar ne,3,2025-06-27 18:32:30
5 puanı hakediyor fakat bu premium işini fazla abartmamışmısınız yani dakikada bir reklam cıkıyor birde bir süre sonra istediğimiz sarkıyı acamıyoruz tamam madem boyle yapıyorsunuz bize bir oyun düzenleyip bizde daha fazla sarkı secebilme bir sarkıda hic reklam olmama ödülü bu oyunda bir bilinmeyen sarkıcının bir sarkısını bilebilme oyunu kazanan da bu ödülleri hak etsin.,3,2025-06-27 18:13:45
iyi,5,2025-06-27 18:10:56
çok güzel ama reklamlar çok sık geliyor,5,2025-06-27 17:50:39
çok güzel uygulama,5,2025-06-27 17:25:58
SANA HASTASIYIM BANA SABEZ,5,2025-06-27 17:07:25
giriş yapamıyorum kayıtlı diyor şifremi sıfırlayıp tekrar denedim yine olmadı kısacası berbat ötesi,1,2025-06-27 16:56:41
herşey iyi guzel fakat müzik her değiştiğinde ses kesiliyor arkadan çalmaya devam ediyor fakat ses gelmiyor şarkıyı durdurup tekrar baslattigimda gelmeye başlıyor arada kendi kendine duruyor uygulama iyice saçmalamaya başladı premium kullanıyorum az çok sevdiğim bir müzik uygulaması fakat böyle hatalar yapmaya devam ederse kullanacağımı sanmıyorum.,2,2025-06-27 16:55:52
Good.,5,2025-06-27 15:14:50
ulasilqbilir her parça çok keyifli,5,2025-06-27 14:37:47
uygulama çok güzel ama preminium her ay neden karttan çekiliyor onun yerine mesela 5 aylık 3 aylık yıllık üye olsak daha iyi olur kartımızda para olur olmaz,3,2025-06-27 14:26:25
üyeligim var ancak olmayanlara eziyet ediliyor kalanı güzel,4,2025-06-27 13:36:14
çok güzel az reklamlı istediğimiz bir şarkıcının istersek bütün hepsini dinleyebiliyorum ve her telefonuma yüklüyorum yani uygulamaya bayılıyorum ve ücretsiz,5,2025-06-27 12:46:14
Çok güzel,5,2025-06-27 12:29:19
nays,5,2025-06-27 12:10:44
Aşırı güzell müp,5,2025-06-27 11:37:23
Gayet güzel.,5,2025-06-27 11:33:04
iğrenç,1,2025-06-27 10:54:30
Kapatmama rağmen sürekli arka planda kendi kendine açılıyor. Bunu nasıl önlicem?,2,2025-06-27 10:49:35
15 saniye atlama özelliği gelse güzel olur,2,2025-06-27 10:19:19
Premium olmadığı sürece bir süre sonra müziği seçememek çok saçma!Hangi müziği dinleyeceğime benim karar vermem gerekir.,2,2025-06-27 10:07:35
super,5,2025-06-27 09:50:08
reklamlar baya uzun ve boş sürekli premium almamız isteniyor ve neden herşey paralı yani şarkı atlamak ve şarkı dinlemek bi süre sonra paralı oluyor bu çok saçma zaten uygulamanin amacı şarkı dinlemek neden paralı yaptınız bu bana çok saçma geliyor ve dediğim reklamlar aşırı uzun onlar biraz daha kısa olsa daha iyi olur,2,2025-06-27 09:39:18
uygulama sonradan açılmıyor,1,2025-06-27 09:22:52
bazı şarkılar güncel olmasına ragmen kalkıyor ve dineleyemiyorum,5,2025-06-27 07:46:52
yaklaşık 2020 den beri Spotify premium üyesiyim memnunum,5,2025-06-27 07:46:25
harika bir uygulama,5,2025-06-27 07:16:32
şu 4mınoglu uygulamada çok reklam var ve herşey premium awq ben neden şarkıyı ilerletmek için premium almak zorundayım şarkıyı sürekli çalmak içinde premium istiyor ama neyse ses kalitesi filan iyi,3,2025-06-27 04:27:13
çalma listelerim kayıp oluyor müzikler çalışmıyor rezalet bir uygulama,1,2025-06-27 03:17:26
premium apk kullandık diye hesabı kapattı oe lari,5,2025-06-27 02:32:01
sevmedim,1,2025-06-27 00:49:23
Gerekirse her müzik sonunds reklam olsun ama müzik geri alma ileri atlama sırayla çalması free olmalı reklamları fazla yapın şu müzik sıkıntılarımızı çözün müzik seçemiyoruz ya bi sure sonra hatta sırayla çalmıyor oyun oynuyorum ben müzik bitince rastgele oynatma listesinden müzik çalmaya başliyor pcdeki gibi olsun lütfen pcde ileri geri yapma serbest ve sirayla çaldırmakta mobilde de de bilgisayardaki gibi free olmalı özellikler saygılarla ~ efe,1,2025-06-27 00:46:58
çok iyi 3 ay ücretsiz deneme hakkın var,5,2025-06-27 00:34:25
hızlı hızlı şarkı değiştirince kasıyor. Iosta böyle bir sorun yok. S25 plusta Spotify kasar mı ya saçmalık.,1,2025-06-27 00:00:55
yabancı müzikler çalışıyor neşet ertasın müziklerini açmıyor,1,2025-06-26 23:32:58
iyi,5,2025-06-26 23:18:37
Spotify da liste bitince neden listeyi baştan çalmıyor anlamıyorum bunun yüzünden Spotify dan soğudum artık ya bunun düzeltilmesini istiyorum,2,2025-06-26 22:57:41
spotify istediğim şarkıları dinleyebiliyorum hatta kendime özel kitaplık yapabiliyorum o yüzden bu konuda inanılmaz mutluyum,5,2025-06-26 22:52:37
Bokvgibi uyi,1,2025-06-26 22:44:03
hoş. arabamda güzel vakit geçiriyorum.,5,2025-06-26 22:00:12
lütfen sorunuma çözüm bulun müzik açmaya geliyorum çalma listemden müzik yok hata veriyor 70 tane müzik var çalma listemde şarkı çalmıyor herhangi bir şarkı açtığında atlıyor atlıyor sonra Spotify şu anda bunu çalamıyor hatası veriyor,1,2025-06-26 21:06:10
🙂💯,5,2025-06-26 20:52:54
bence çok güzel bir uygulama tüm aradığım şarkıyı bulabiliyorum rahatlıkla ama tek sorun şarkıların speed up halini bulamıyorum onun harici harika bir uygulama bence☺️,5,2025-06-26 20:31:41
para vermeye mecbursun vermezsen dinlemek istediğin müziğin iki katı kadar fazla reklam izlersin mantık bu.,1,2025-06-26 20:06:51
çok güzel,5,2025-06-26 19:56:35
eh işte iyi yanii,3,2025-06-26 19:52:18
premium aldım ama şarkılar acilmiyo uçuş modundasin diyo pek beğenmedim,2,2025-06-26 18:43:59
öğrenci kapanyası sadece üniversite öğrencilerini kapsıyo saçma en kötü lisede olmalı,3,2025-06-26 17:40:02
iyi ama müziği yarıda kesiyor bazen hiç sesli birşeyler yapmadığımda bile müzik kesiliyor,4,2025-06-26 17:27:43
şimdi şöyle uygulama çok güzel fakat şarkı değiştirme sınırlı ve bunu hiç sevmedim bunu düzeltin lütfen ben istediğim şarkıyı ne zaman dinleyeceğim belli olmuyor istediğim zaman değiştiriyordum ama şuan değiştiremiyorum lütfen bunu düzeltin rica ediyorum bunu düzelteceğinjzi umuyorum❤️🙏🏻☺️. Bu sınırlılıktan dolayı 1 puan kırdım🙁.,4,2025-06-26 16:24:58
Ya şu uygulamaya artık kayıpsız müzik ve Dolby atmos desteği getirir misiniz? Boş boş geliştirmelerle uğraşacağınıza bunları halledin.,3,2025-06-26 15:05:22
olm bu fiyatlar ne la ne guzel muzik dinliyoz onada karışmayın,5,2025-06-26 14:31:21
mühteşem 😍😍😍🖤💜💜💙💙💚💛❤💖💔❣️💕💞💓💗♥💟,5,2025-06-26 13:52:50
"10da 1000 gerçekten çok iyi (reklamlar biraz sıkıntı ama yinede iyi). Mesela telefon, tablet vb. Kapatınca yinede şarkı çalıyor konserlerin ne zaman olduğunu söylüyor gerçekten çok iyi Kullanmanızı öneririm.",5,2025-06-26 12:39:32
"mükemmelllll(şarkı dinlemek için çok güzel ve kullanılır bir uygulama, ama reklamlar fazla giriyor. onun harici guzell)",4,2025-06-26 12:15:40
bence çok güzel tek sorunu reklamların uzun olması🥰,5,2025-06-26 11:33:18
ben bazı şarkılara giriyorum açılmıyor bundan çok sinir oluyorum,4,2025-06-26 11:30:21
çok güzel,5,2025-06-26 11:08:11
çoo iyi ama biraz reklam çıkıyor üyelik alırsak çoo iyi uygulama,5,2025-06-26 11:02:51
nice,5,2025-06-26 10:37:29
çook beğendim gayet güzel daha ne dinlemeyi düşünürken önüme bir sürü şarkı önerisi çıkıyor gayet güzel ben bayıldım kesinlikle indirmenizi tavsiye ederim.,5,2025-06-26 10:04:53
Mükemmel bir uygulama. Ve bir şarkıyı çevrimdışı dinlemek için sadece sen şarkıyı yanındaki üç noktaya basıp indirmeniz yeterli oluyor,5,2025-06-26 09:49:13
gerçekten mükemmel bir uygulama ❤️,5,2025-06-26 08:47:20
let it happen dinleyin,5,2025-06-26 07:38:38
hesap açması zor,3,2025-06-26 06:15:53
"Yorum yok,uygulamayi kullanıyorsanız ne hisettiğimi anlamışsınızdır zaten.10/10.",5,2025-06-26 03:45:54
Çok uyi,5,2025-06-26 01:45:23
reklamlar olmasa mükemmmelll,4,2025-06-26 01:39:53
çok güzel,5,2025-06-26 01:27:31
müq,5,2025-06-26 00:21:47
inanılmaz derecede çok reklam var ve herşey premium ileride silicem gerçekten bıktım ardarda 2 tane reklam dinliyorum youtubede bu kadar reklam yok,2,2025-06-26 00:20:54
premium a geçmenizi şiddetle öneririm zaten çok güzel bir platform premium zaten bedava gibi bir şey,5,2025-06-26 00:08:16
çok iyi,5,2025-06-25 23:57:08
Bu ne gerçekten bu kadar abartılamazdı. Uygulama içinde sürekli gerçekleşen hatalar yetmezmiş gibi istediğimiz şarkıyı seçme sınırı ne Allah aşkına. Giderim youtube a ordan dinlerim oh mis. Gerçekten premium almazsanız uygulamanın hiç bi işe yaradığı falan yok. Asla tavsiye etmiyorum. Uygulama resmen bizden premium dileniyor artık yeto Edit: Çalma listelerini ve albümleri açamıyorum yükleme ekranı gitmiyor ;-;,1,2025-06-25 23:31:04
"Yıllardır Spotify kullanıyorum lakin son 1 haftadır playlistimi çalmıyor,herhangi bir playlistimden şarkılar dinlemek istiyorum ama listemde olmayan şarkılar çalmaya başlıyor umarım kısa zamanda düzeltilir çok can sıkıcı bir durum",5,2025-06-25 23:15:48
berbat diğer uygulamalar daha iyi,1,2025-06-25 22:54:41
mukemmel,5,2025-06-25 22:52:40
iyi baya iyi çok güzel şarkılar var,5,2025-06-25 22:10:55
böyle uygulamaya can kurban 😻❤️,5,2025-06-25 22:10:29
tek kelime ile mükemmel ❤️✌️,5,2025-06-25 22:05:57
Çok afedersiniz ama bøƙűńų çıkardınız lütfen oku atıyorum Müslüm Gürses dinliceksin Seni yazdım şarkısına tıkladık diyelim istediğin sarkıyı secmek için premium'u keşfet dio lan bu ne? bu da aşırı fazla olmuş reklam desen 10 saniye de bi bari bir tane reklam çıksa 3 tane üst üste geliyor ve üste cıksın die 5 verdim hiç bir şekilde hak etmiyor olmuo aşırı sıktı adam düzgün bir sey yapsakcanız her seyi paralı yapmayın yüklemeyi düşünenler LÜTFEN BU YORUMU OKUYUN. !!DÜZELTİN ŞUNU ALLAH AŞKINA!!,5,2025-06-25 21:49:11
aradığım en güzel şarkılar burdaaa başkasına gerek yooook,5,2025-06-25 21:31:10
harika uygulama çok iyi,5,2025-06-25 21:27:04
Preimumu olmayanlara rezil davranıyor.,2,2025-06-25 20:42:21
çok güzel myt indireceğinize spotify indirin ücretsiz .,5,2025-06-25 20:26:31
4 reklam verdiler üst üste. Normal bir şey değil bu artık.,1,2025-06-25 19:50:10
teşekkür ederim program için. Verilen emek için. Güzel..,5,2025-06-25 19:08:17
istediğim şarkıları kaydetmeme rağmen dinleyemiyorum ve sıklıkla rwjlam giriyor onun haricinde mükemmel,4,2025-06-25 19:06:03
çok iyi,5,2025-06-25 18:37:31
KALİTELİ,1,2025-06-25 18:10:13
Gerçekten mükemmel bir uygulama bence kullanın Hiçbir sıkıntısı yok arada bir reklam çıkıyor karşınıza Yani o da her uygulamada olduğu gibi normal bütün müzikler var nerede ise yani Mükemmel bir uygulama,5,2025-06-25 17:09:04
bu uygulamanın en kötü yanı google pley üzerin den işlem yapsanız bile ödeme bilgileri google pley bütçe geçmişine düşmüyor size ödeme adımlarını takip etme imkanı sunmuyor google de buna razı geliyor yani kartınız dan 59 tl deyip çaktırma dan 70 80 tl çekebilir bu uygulama,1,2025-06-25 16:55:39
Reklamlar eskisinden daha sık oldu,5,2025-06-25 16:55:03
👍,5,2025-06-25 16:32:17
cok iyi,5,2025-06-25 15:49:06
reklamlardan hiç bı şey dinleyemiyorum,1,2025-06-25 15:38:01
Süper!,5,2025-06-25 15:33:25
uygulamaya garip bişiler oluyo ya,1,2025-06-25 15:01:38
mük😇,5,2025-06-25 14:13:01
Zırt pırt reklam gönderme🤨🤯,5,2025-06-25 13:53:17
mük ama çok reklam giriyor onun dışında çok güzel telefon kapalı olsa bile sarkı durmuyor tekrar söylüyorum çok reklam ve tanıtım giriyor🥱🤪🙃🫶🏼,5,2025-06-25 13:44:55
müzikleri çok iyi,5,2025-06-25 13:40:00
iyi güzel,5,2025-06-25 13:21:57
öncelikle yorumumum üstte olsun diye 5 yıldız verdim premium almamız için elinizden geleni yapıyorsunuz kendi istediğimiz şarkıyı dinlemek için premiuma geçmek nedir ya lütfen bu sorun düzeltilsin insanlar istediği şarkıyı ücretsizce dinleyebilsin,5,2025-06-25 13:17:30
uyelık aldıgım halde şarkı lıstesını ayarlayamıyorum hep karısık çalısıyor premium satın almaya yonlendırıyor,1,2025-06-25 13:01:34
"Bir parça arattıktan sonra önerilenlerin çıkması çok güzel bir özellik, yeni parçalar keşfediyorum bu sayede. Fakat şarkı sözleri paylaşırken harfler kocaman gözüküyor, eskiden daha estetikti bu düzeltilsin lütfen.",4,2025-06-25 12:55:19
güzel şarkı dinleniyor,5,2025-06-25 12:46:05
çok güzel,5,2025-06-25 12:37:10
1 sarki dinlemek icin 5 reklam niye yedim,1,2025-06-25 12:02:37
cok memnunum tum sarkilar var ve hepsini kesintisiz hepsini dinleyebiliyorum harika,5,2025-06-25 12:00:10
YouTube müziğe geçin,2,2025-06-25 11:57:20
reklam dinlemek isteyen indirsin,1,2025-06-25 11:39:03
why we dont print our playlist or compore playlist for reorganize?,5,2025-06-25 11:12:10
oyun gerçekten cok iyi ve sarkıları isteğe bağlı öneririm,5,2025-06-25 10:27:17
çok iyi👍👍,5,2025-06-25 10:12:59
10 numara 5 yıldız,5,2025-06-25 10:09:02
iyi,5,2025-06-25 09:58:08
internetsiz kullanım yok,3,2025-06-25 06:24:14
HyperOs widgetlerinde Spotify widgeti cihazı şarkı bitince veya uygulama kapanınca widgetten dolayı çok kasıyor ve spotify widgeti tam değil yani ortadan ikiye kesilmiş şekilde bozuldu. umarım geri iletişim yaparsınız,2,2025-06-25 04:43:48
Uygulama çok iyi her özelliği o yüzden 5 yıldız verdim,5,2025-06-25 01:08:12
çok iyi,5,2025-06-25 01:03:24
"Merhabalar, bu geri bildirimi yapmamın sebebi uygulamada eskiden var olan ses seviyesi özelliğinin geri gelmesini istemem. Eskiden bu özellikle ses seviyesini orta düşük yüksek olarak ayarlayabiliyorduk, bence bu birçok kulaklık için çok iyi bir özellikti. Bazı kulaklıklar dışarıya ses veriyor ve bu ayarı düşüğe alınca kulaklıktan dışarı ses gitmiyordu. Bu gün çok aradım ama bu özelliği bulamadım ve son güncelleme ile kaldırılmış olabileceğini düşündüm. Şimdiden teşekkür ederim.",4,2025-06-25 00:54:16
Bence çok güzel bir müzik uygulaması. Neden bilmiyorum ama bende hiç reklam çıkmıyor üstelik şarkı değiştirmek için premium istemiyor. Belkide uzun zaman kullandığım bir uygulama olmadığı içindir. Şimdilik çok güzel ama eğer değişirse yorumu düzenlerim.,5,2025-06-25 00:40:21
çok kötü. reklamlardan rahat rahat müzik dinleyemiyorum. anladık para kazanacaksınız ama müzik zevkimizinde içine ettiniz. 1 reklam ile başladı 4 reklam oldu. şimdide müzik dinleyemiyorum premium istiyor . lütfen biraz bizi de düşünerek davranın.,1,2025-06-25 00:14:27
Harika dinletiler,5,2025-06-25 00:05:32
herşey premium ücretli şarkı bile adam akıllı atlayamiyorum herşey premium olmasa gayet çok guzel,1,2025-06-25 00:00:40
Nadiren şarkı bulamıyorum ama kişisel play listler çok iyi,5,2025-06-24 23:59:14
gerçekten ses kalitesi falan baya iyi tek sorunu premium a üye olmadan bazı şeyleri yapamıyoruz ama genede sevdiğim ve kullandığım bir uygulama,4,2025-06-24 23:57:39
hep reklam,1,2025-06-24 23:57:09
Şarkı sözleri nerede Spotify?,1,2025-06-24 23:54:31
çok iyi ya,5,2025-06-24 23:51:16
Spotify farkı ile müzik keyfinizi dolu dolu yaşayan,5,2025-06-24 23:40:17
super,5,2025-06-24 22:32:52
ilk olarak Merhaba uygulama benden zorla Premium istiyoryani uygulama aslında bir Yıldız'ı bile hak etmiyorya Premium al ya da git diyor yani Ayrıca çok fazla reklam çıkıyor Bu yüzden uygulamaya gir çık yapmak zorunda kalıyorum çok kötü👎👎👎,1,2025-06-24 22:27:44
on numara,5,2025-06-24 22:17:10
istediğim ve aradığım çoğu şarkıyı bulamıyorum,1,2025-06-24 20:58:14
uygulamayı hiç beğenmedim şarkıları tekrarlayamıyorum,1,2025-06-24 20:46:14
o kadar mükemmel bir uygulama ki premium aldım ama 1 teklifi kullanınca başka teklif kullanamıyorsunuz bu biraz üzdü. ama mükemmel bir uygulama😭🤏,5,2025-06-24 20:37:46
sürekli aynı şarkıları öneriyor farklı bir müzik asla dinleyemiyorsunuz ne dinliyorsanız hep aynı tarzdan çalıyor adeta matrix gibi bir döngüde müzik dinliyorsunuz artık sıktı sildim.,1,2025-06-24 19:58:50
Güzel ve bedava ancak sanatçıların bütün şarkılarını dinleme imkanı verilmeli. Ama uygulama kapalıyken şarkının açık kalması çok hoş. Böylece oyun oynarken şarkı dinleyebiliyorum. Bir ücret talep edilmediği müddetçe bence güzel bir uygulama.,4,2025-06-24 19:00:28
süper🎧🎧,5,2025-06-24 17:54:31
çok iyi,5,2025-06-24 17:47:06
çok güzel,5,2025-06-24 17:44:39
ikimiz de premium almış olmamıza rağmen jam yapamıyoruz bunu derhal düzeltmenizi istiyorum,1,2025-06-24 17:34:35
çokken guzellll,5,2025-06-24 17:12:08
Merhabalar ben spotify sevdiğim için 5 yıldız verdim çünkü şarkılar filan güzel ondan ama çok reklam veriyo,5,2025-06-24 17:08:57
iğrenç bir uygulama... Premium diye kafayı yemiş... kimse yuklemesin bence daha iyileri var.,1,2025-06-24 16:23:51
çoook guzel,5,2025-06-24 15:36:43
çok güzel bir uygulama,5,2025-06-24 15:23:44
çok kullanışlı fakat premium gerektiriyor. Ve kullanım hakkı bittiğinde rastgele çalınıyor. Free olarak kullanmak isteyenler icin biraz can sıkıcı bir durum.,3,2025-06-24 14:41:43
çok güzel,5,2025-06-24 14:30:08
hesabımdan durup dururken çıkış yapıldı ve e postama mesaj göndermiyor premiumum boşa gidiyor,3,2025-06-24 13:56:48
tüm müzikler var ve cihaz kapandığında bile çalıyor ama bu uygulama benim ekranimi dondurdu ve çökertti,3,2025-06-24 13:55:22
mükemmel bir şekilde çalışıyor,5,2025-06-24 13:16:15
Bu uygulamayı seviyorum çünkü YouTube music gibi değil yüklemenizi tavsiye ederim >:3,5,2025-06-24 13:05:52
çok güzel hangi şarkıyı arasanız var öneririm,5,2025-06-24 11:50:18
mükemmel,5,2025-06-24 10:52:08
Şarkıları çok güzel,5,2025-06-24 10:06:51
istediginiz darkiyi dinleye biliyor suniz cok iyi,5,2025-06-24 09:44:45
3 dakika şarkı dinliyorsunuz 2 dk reklam başka söze gerek yok sanırım. premium almazsaniz uygulamayi kullanmayın diyor direk,1,2025-06-24 07:56:35
sunduğu özellikler gerçekten güzel ama düzenleme güncellemelere ihtiyaç var,4,2025-06-24 06:51:05
bütün müziklerimi burdan dinliyorum ama bedava indirme seçeneği olsa daha daha iyi olabilir tek sıkıntı o benim gözünden ama yine çok güzel,5,2025-06-24 01:46:53
çok iyi çok kullanışlı bir uygulama bence herkes kulanmalı,5,2025-06-24 00:48:50
İki şarkıda bir reklam çıkıyo ve çıkan tek reklam Spotify premium reklamı ama onun dışında iyi bide bazı şarkıların sözleri yok onlarıda bulun bi zahmet neyse işte iyi uygulama,3,2025-06-24 00:17:20
Ben çok seviyorum çok güzel bunu bulanın kafası baya iyi çalışıyormuş,5,2025-06-24 00:14:55
"Gayet başarılı , çok güzel bir uygulama. Teşekkür ediyoruz , hatta 10 yıldız hakediyor",5,2025-06-24 00:07:06
Çok iyiiiii,5,2025-06-23 23:42:43
👍👍,5,2025-06-23 22:54:12
çok iyiii,5,2025-06-23 22:09:56
abi premium alwmiyoz bari kullanan kişiler için 8şlenebilir yap,5,2025-06-23 22:02:54
güzel,5,2025-06-23 21:56:13
reklam izlemek için indirdim arada bir müzik falan çalıyor hiç beğenmedim onun için bir yıldız,1,2025-06-23 21:54:31
ben şarkı açamıyorum şarkıya bastığım zaman prime yazısı geliyor kapat diyiyorum geri şarkı açıyorum yine aynısı bir şey yapın şarkı durmuş sert güllerede küstüm açmasınlar prime yi keşfetmek istemiyorum,1,2025-06-23 21:49:21
Cidden mükemmel bir uygulama çevrimdışı bile dinleyebiliyorum,5,2025-06-23 21:43:15
adam gibi adam,5,2025-06-23 21:26:05
çok güzel bir uygulama,5,2025-06-23 21:03:59
allahim böyle güzel bir uygulama olamaz mutlu olduğumda mutsuz olduğumda her zaman yanımda olan bir uygulama iyi ki böyle bir uygulama var 🤍🤍🤍🤍🤍💛,5,2025-06-23 20:23:15
premium olmasa iyi olurdu,5,2025-06-23 19:50:44
memnun kaldığım bir uygulama fakat telefonumu sıfırladım yeniden yükledim açılmıyor,2,2025-06-23 17:41:44
çok güzel,5,2025-06-23 17:33:14
SAKIN OLAKİ İNDİRMEYİN ELİMDE OLSA 0 YILDIZ VERİRİM 1 DAKİKA REKLAMMI OLUR?? 3 SARKİDA BİR REKLAM GİRİYOR YOLA ÇIKIYORUM REKLAM DİNLİYORUM HERŞEY İÇİN PARA İSTİYOLAR SORUNUNUZ NE?? REKLAM ATLAMANIN PARASIMI OLUR?? BAZEN 3 REKLAM ÇIKIYOR VEYA DAHA FAZLA KESİNLİKLE İNDİRMEYİN ÇOK KÖTÜ İYİ DİYENLERDE PREMİUM ALMIŞTIR KESİN MYT DİNLEYİN DAHA İYİ!!!,1,2025-06-23 16:51:39
güzel,5,2025-06-23 16:47:55
bayılarak kullanıyorum,5,2025-06-23 16:34:22
çok güzel bir uygulama tavsiye ederim,5,2025-06-23 16:03:55
güzel,5,2025-06-23 15:57:59
premium yokken sadece reklamlar sıkıntı oluyordu aldıktan sonra hiçbir sorun yaşamadım gayet memnunum ama premium alamayacak olanlar için atlama hakkı arttırılabilir,5,2025-06-23 15:46:58
hayatimda gordugum en iyi muzik uygulamasi kesssinlikle indirilmeli ve kullanilmali ooooneeeriiiirim,5,2025-06-23 14:49:59
Çok teşekkür ediyorum,5,2025-06-23 14:46:21
senden nefret ediyorum senin yüzünden premium aldim 2 tane müzik dinleyince direkt reklam oluyon,1,2025-06-23 13:34:03
herşeyi paraya bağladınız,1,2025-06-23 13:22:30
çok iyi,5,2025-06-23 13:20:20
eskiden çoğu şey vardı premium olmadan ama şimdi neredeyse premium olmadan şarkı listemize şarkı ekleyemiycez,1,2025-06-23 13:10:27
"Son zamanlarda uygulama iyice berbatlaştı. Neredeyse her şarkıdan sonra reklam var, ayrıyeten şarkı araması yapıyorum, seçtiğim şarkıyı çalamıyorum bile. Uygulamayı toptan ücretli yapın, bizi de uğraştırmayın.",1,2025-06-23 13:05:08
😍😍😍,5,2025-06-23 12:51:15
güzel,5,2025-06-23 12:09:28
Çok güzel bir program,5,2025-06-23 11:39:41
reklamları çok uzun ...,4,2025-06-23 11:37:03
müzik dinlediğim tek site,5,2025-06-23 11:03:43
iyi,5,2025-06-23 11:02:48
güzel,5,2025-06-23 10:12:36
çok güzel şarkı dinlemek için uygulamayı kapatsanıs bile hala müzik çalıyor tek sıkıntı reklamlar ama çoğu zaman sık çıkmıyor,5,2025-06-23 09:23:33
çok güzel,5,2025-06-23 09:22:24
"Mükemmel müziklerin olduğu harika bir uygulama, teşekkür ederim..",4,2025-06-23 09:11:02
güne uyanmak yada günü uzatmak istediğinde...hangi duyguyu yaşıyorsan duymak istediğin yada sana iyi gelecek melodi vardır...Spotify yanında olabilir.,5,2025-06-23 04:49:25
Reklam dinlemeyi seviyorsanız indirin veya paranız varsa,1,2025-06-23 01:30:45
😘,5,2025-06-23 01:07:36
fena,5,2025-06-22 23:55:49
istedigim sarkıları beğenip dinleyebiliyorum bütün şarkılar var ve listeye koyup hatta premium açıp reklamsız dinleyebiliyorum,5,2025-06-22 23:47:17
tek kelimeyle harika bayıldım bu kadar kesinlikle yükleyin uygulamayı yapan cenletlik,5,2025-06-22 23:42:49
Uzun süredir vazgeçmediğim müzik platformu. Teşekkürler spotify.,5,2025-06-22 22:59:13
bence çok güzel uygulama ama listeyi yeme özelliği nereye GİTTİ lütfen geri gelsin ya,5,2025-06-22 22:57:48
brawl Stars oynarken şarkı dinleyebiliyor ve çok rahat hissediyorum,4,2025-06-22 22:45:06
Harika,5,2025-06-22 22:38:14
Bence çok kötü giriş yapmaya çalışıyorum olmuyo hiç memnun değilim,1,2025-06-22 22:22:38
iyi hoş,4,2025-06-22 21:18:36
çok iyi her yerde istediğin müziği dinle. Her telefonda olması lazım.,5,2025-06-22 21:12:34
iyi,5,2025-06-22 20:52:57
muhteşem,5,2025-06-22 20:51:57
güzel ama çok reklam veriyor,4,2025-06-22 20:25:53
çok para 💸💸,1,2025-06-22 20:06:21
çok kulanışlı bir uygulama,5,2025-06-22 20:00:28
Spotify çok iyi ancak sürekli müzik dinlerken premium reklamı çıkıyor 5 dk da bir bu sorun düzeltilirse çok iyi olur,4,2025-06-22 19:47:01
1 bile hak etmiyor başlarda güzeldi ama bu saçma sapan premium geldi herşey mahfoldu ayrıca şarkı atlama hakkı ne ya çok saçma sırf para kazanmak için saçma şryler yaparak ancak kullanıcı kaybedersiniz,1,2025-06-22 19:31:46
oyun oynarken arka planda dinlemelik 👍🏻,5,2025-06-22 19:31:03
listeleri şarkı bulma çok güzel önermeler yerinde ama hafif seviyesi hala yok bir yıldız bundan dolayı eksik,4,2025-06-22 18:16:14
Bana göre mükemmel,5,2025-06-22 18:14:19
reklamlar dışında mükemmel,5,2025-06-22 17:50:43
mükemmel bir uygulama ama reklam vermeniz olmamış,5,2025-06-22 17:45:56
❤️,5,2025-06-22 16:58:16
EN SEVDİĞİM UYGULAMA✓✓❣️❣️❣️,5,2025-06-22 16:27:58
premium ve reklamdan kırdım,3,2025-06-22 16:20:16
çok 😍💓,5,2025-06-22 16:13:28
bir hamburgerin beşte biri fiyatına rahatlıkla bir ay kullanabiliyorsunuz mükemmel bir şey,5,2025-06-22 16:09:39
cok güzel,5,2025-06-22 16:06:19
