content,score,at
istedimiz müziğin videolu halini dunleyelim lütfen boşunamı para ödüyoruz. birsürü uygulama var daha iyi yani bı düzenleme yapılsın,2,2025-06-23 21:42:37
sevmediğim sanatçıların engelle listesi gelsin,1,2025-06-23 21:20:08
böyle bir uygula yuklediginiz için teşekkür ederim,5,2025-06-23 19:10:34
"0. ben youtube premium üyesiyim. 1. kilit ekranında kullanılmıyor. 2. oynatma listesinde live search paneli yoktur. 3.shuffle yani 'karıştırarak"" oynat bastığında listeni karman çorman yapıyor sonra şarkıları bulamıyorsun. önceleri ""karıştır"" butonunu bastığında listeyi karıştırmıyordu, şarkı bitene yakın otomatik bir rastgele şarkı seçiyordu. 4.equalizer panelimyoktur. 5. her sefer oynadığı şarkıya geçdiyinde listeyi o şarkıya kaydırmıyor. listeyi aşağı yukarı arayıp duruyorsun oynayan şarkıyı",3,2025-06-23 18:46:29
çok güzel.fakat reklamsız olmaması hiç iyi değil.,5,2025-06-23 18:15:29
çok iyi,5,2025-06-23 17:26:22
çok iyi müzik zevkinize göre ayarlayabilio,5,2025-06-23 17:25:12
çok güzel spotify(yanlış yaza bilirim) daha da iyi çok nadiren reklam çıkıyor isteseniz youtubeye balıyo biliyosunuz sevdiğiniz şarkıları albüme yereştire biliyosunuz,5,2025-06-23 17:10:45
"yıllardır kullanıyorum, mükemmel.",5,2025-06-23 17:01:53
çok kötü yutube kanalım varbu olmasa vidyo paylasıl mıyor bu arada Yusuf hasan kahramana abone ollanla vidyo cekcem,1,2025-06-23 16:32:56
Harika çok memnunum.,5,2025-06-23 16:09:33
En beğendiğim tarafı dinlediğin şarkıya alternatifler önermesi,5,2025-06-23 16:00:34
23 haziran 2025 youtube music hata veriyor açılmıyor,5,2025-06-23 15:53:06
mükemmel ❤️❤️❤️❤️❤️❤️,5,2025-06-23 15:49:25
Teşekkür ler,5,2025-06-23 15:11:20
çok güzel her zaman seyredilen gereken site,5,2025-06-23 11:15:28
çok güzel bri uygulama,5,2025-06-23 10:55:38
efsane,5,2025-06-23 10:05:30
cok kötü şarkıları sürekli kesiliyor tekrar uygulamaya girip sarkiyi baslatmak zorunda kaliyorum,1,2025-06-23 07:58:01
Herşey icin teşekkür ediyorum.,5,2025-06-23 07:43:51
çok iyi,5,2025-06-23 01:48:01
mükkemmel bir uygulama,5,2025-06-23 01:32:19
Arama kısmına bir şey yazdığımda uygulama kendini kapatıyor.,1,2025-06-23 01:23:57
"Şarkıda video ya geçtiğimde gecikme oluyor şarkı ve klipleri senkronize etseniz güzel olur ve telefonumu tabletimde çalanları değiştirmek vs için kumanda olarak kullanmak istiyorum, indirdiklerimde arama yaptığımda çalışmıyor aradığım şarkıları listelere girerek bulmam gerekiyor bence yapabileceğiniz bir çok geliştirme var",4,2025-06-22 22:59:26
Super,5,2025-06-22 22:47:31
harika bir uygulama,5,2025-06-22 22:44:35
Süper,5,2025-06-22 22:33:18
gayet kullanışlı,5,2025-06-22 21:35:47
sıralı müziklerin dinlediğine uygun şekilde çıkması modu nukemmel,5,2025-06-22 21:20:41
iyi kullanılabilir,4,2025-06-22 21:02:44
Müzik kalitesini daha iyi yapsanız süper olur,3,2025-06-22 20:55:43
çok güzel. bir uygulama 1,5,2025-06-22 20:13:11
abonelik parasını sonuna kadar hak ediyorlar teşekkürler,5,2025-06-22 18:04:00
"Müzik dinlerken yanlışlıkla dislike'a bastığımızda klip veya müzik atlanıyor. Lütfen bunu değiştirin kötü olmuş, onun dışında harika",4,2025-06-22 17:57:02
güzel,5,2025-06-22 15:38:38
severek kullanıyorum. keşke müzik dinlerken ekolayzer ayarı yapabilsek.,5,2025-06-22 15:38:13
yıllık özetlerimiz olsa çok güzel olur. ayrıca aylık özetlerimize de istediğimiz zaman bakabileceğimiz şekilde bir sistem olursa efsane olur. mesela ayarlardan falan geçen aylık özetlerimize bakabilmek gibi.,5,2025-06-22 13:30:28
son bi aydır kullanım esnasında donma ve müzikten kopma yaşıyorum uygulamayı kullanırken (diğer kullandığım uygulamarda asla böyle bir sorun yaşamadım yani telefondan dolayı öyle olduğunu sanmıyorum) ben niye istediğim zaman istediğim kadar müzik dinleyemiyorum ki hele ki parasını ödüyorken yetkili kimse ise lütfen bu sorun iyileştirsin,1,2025-06-22 13:28:19
"kampanya yapabilirler, tarife biraz pahalı.",5,2025-06-22 11:34:40
"Algoritması tartışılacak gibi değil, muazzam. Bir parça açıyorsunuz gerisini kendisi diziyor ve gelen şarkıların hepsi tam da dinlemek isteyeceğim şeyler... Uygulamadan beklentilerim; kullanıcıların kendi aralarında takipleşebilmesi, uygulama içinde chat ve paylaşımlı müzik çalma, farklı cihazlardan anlık kontrol etme.",4,2025-06-22 10:00:54
sehr schön,5,2025-06-22 03:48:53
Burdayız,5,2025-06-22 03:37:03
çok iyi her şeyi dinleyebiliyorum ama keşke bazı editleri silmese daha iyi olabilir,5,2025-06-22 03:24:29
🥰,5,2025-06-22 01:12:40
Her geçen gün kalitesini arttıran bir premium uygulaması,5,2025-06-22 00:39:03
müthiş,5,2025-06-21 21:11:26
"Huzuru hissetmek için, aşık olmak için, üzülmek için, eğlenmek için, hüzünlenmek için, ağlamak için, YouTube Music. ❤️❤️",5,2025-06-21 21:02:55
çok iyi,5,2025-06-21 19:47:50
algoritma mükemmel sevdiğim bir şarkıyı bitirdikten sonra aynı tarzda mükemmel şarkılar keşfettiriyor,5,2025-06-21 18:19:33
sürekli aynı müzikler bıktık yaa,1,2025-06-21 18:18:18
Spotify'dan bin kat daha iyi. Yapay zeka özellikleriyle bir müziği beğenmezsem sonraki gelecek şarkıları yeniden düzenliyor ve bunu çok iyi başarıyor. YouTube Premium alarak hem YouTube hem de YouTube Music'te reklamsız ve çokça özelliğe sahip olabiliyorum. Aile üyeliği ile aileme paylaştırabiliyorum!,5,2025-06-21 17:09:39
Ya arkadaş Az önce güncelleme geldi yine uygulama kendini kapatıyor ya Yıllardır süregelen bir sorun Bu uygulamanın bir yerden bir ayarı mı vardır nedir Bu sorun neden çözülemiyor,1,2025-06-21 16:56:05
perfect,5,2025-06-21 16:06:59
önce deneyelim sonra bildiririm açılmıyor ki.,4,2025-06-21 15:56:43
ekran kilitlendiği zaman müzik duruyor yardım kısmında çözüm yok. hala bir çözüm yok,1,2025-06-21 15:51:43
kötü olan birşey varki video seçeneği olan müzikleri indirdiğimde (premium var bu arada) video kullanılamıyor diyor rica etsem bunu düzeltebilirmisiniz?,4,2025-06-21 15:01:18
Şarkılar güzel genellikle istediğim şarkıyı açabiliyorum,5,2025-06-21 14:55:43
gerksiz bisey silemiyorumda,1,2025-06-21 14:41:22
Diğer platformlardan daha iyi ben memnunum sadece fiyat yüksek 🙁,5,2025-06-21 14:36:43
Intelneti çok yiyor ama intelnetsiz olsa 10 numara olur.,3,2025-06-21 14:23:49
cok iyi,5,2025-06-21 14:17:37
Günümün güzel geçmesinin en önemli faktörü.🇹🇷,5,2025-06-21 13:56:56
"Merhaba, müziği akıllı saatin hoparlöründe de dinlemek isterim. Akıllı saatte bluetooth yoluyla başka cihaza bağlanmadan müziği dinleme imkanı yok! Spotify'de olan bu özellik YouTube Music uygulamasında da olsun.",3,2025-06-21 12:41:23
eski yorumumu sildim uygulama mükemmel olmuş,5,2025-06-21 11:38:58
Bide paylaşma özelliği eklense,5,2025-06-21 10:24:25
Uygulama surekli çöküyor. Bıktım artık optimizasyonunu yapın artık şu uygulamanın bu kadar zor olmamalı.,1,2025-06-21 09:45:36
ses çıkış kalitesi daha iyi olabilir,3,2025-06-21 08:27:04
Spotify vb şeylere 60 TL vermek yerine 80 TL ye hem video hem de müzik dinlemek daha mantıklı,5,2025-06-21 01:35:11
Muhteşem,5,2025-06-21 01:01:00
Youtube premium kullanıyorum çok memunum fiyat sabit kalırsa hep böyle memnun kalıcam,5,2025-06-21 00:50:03
harika,5,2025-06-21 00:15:24
Ekranı kapatınca müzik duruyor ve ekranı kapattığımda müzik duruyor rakip uygulamalarda bile bu kadar paragözlük yok ekranım kapalı müzik dinleyemeyeceksem bu uygulamanin youtube üzerinden müzik dinlemekten ne farkı var?,1,2025-06-20 23:01:20
"Beğendiğim şarkıları indiriyorum, bir süre geçince bazıları oynatılamoyor diyor. Sebebini asla anlayamadım sorunu çözemeyince üyeliğimi iptal ettim, istediğim şarkıları istediğim gibi dinleyemeyeceksem bir anlamı yok.",2,2025-06-20 21:07:46
Spotify'dan geçtim kat kat iyi tartışmaya kapalıdır.,5,2025-06-20 20:16:13
güzel müzik uygulaması beğendim,5,2025-06-20 18:32:44
çok güzel,5,2025-06-20 14:52:14
ŞHARKI AÇYOUM AMA OYGMLDAN ÇKYIM AN ŞHARKI DURYOR,5,2025-06-20 13:38:14
Hergün saatlerce buradayım çok rahat,5,2025-06-20 12:08:52
Her alanda dünyayı evinize getiriyor. Doğru kullandığınızda gelişiminze çok yararlı olabilir.,5,2025-06-20 11:21:33
ÇOOOK İYİİİ,5,2025-06-20 11:20:05
super,5,2025-06-20 09:33:46
"İstediğim, beğendiğim şarkılara kolayca ulaşıyorum. Çok iyi 👍",5,2025-06-20 08:57:50
Gayet yeterli ve başarılıdır,4,2025-06-20 04:55:27
mötiş 👏👏👏,5,2025-06-20 01:09:14
çok güzel teşekkür ederim,5,2025-06-20 00:21:52
arka planda şarkı sürekli kesilip kesilip duruyor?,3,2025-06-19 22:18:47
BERBAT YAPAY ZEKA PLAYLİST GÜNCELLEMESİ YOK AYNİ SARKİLAR DOLANİYO HEP PLAYLİST VB CALMA LİSTESİNDE DAHİLİ ONERİ DE YETERSİZ NERDESSİN FİZY,1,2025-06-19 21:04:24
Muqq bir uygulama🎀🤗,5,2025-06-19 20:24:03
içerikler güzel fakat çok kapanıyor kendi kendine.o yüzden iş yaparken açıp kullanamıyorum.Yoğun bir hayatımız var sürekli kontrol edemediğim için kapanıp kalıyor.,1,2025-06-19 20:05:06
👍,5,2025-06-19 18:07:09
güncelleme özden sonra benim istediğim program yok ettiniz,1,2025-06-19 17:52:48
Çok iyiiii,5,2025-06-19 17:35:21
çok beğendim gerçekten bu uygulamayı Allah razı olsun inşallah amin,5,2025-06-19 17:21:22
Harika bir müzik uygulaması herkese tavsiye ediyorum pişman olmazsınız,5,2025-06-19 16:08:04
algoritması biraz daha iyi olabilir,5,2025-06-19 15:22:37
Ruh halime göre bir müzik açıyorum gerisini youtube hallediyor 😄,5,2025-06-19 15:07:16
sadece orjinal kayıtları dinlemek istiyorum canlı veya onun gibi şeyleri değil bunun için bi ayar getirin lütfen,1,2025-06-19 13:46:25
gayet güzel ve kullanışlı bir uygulama ama bazen hiç dinlemediğim ve kapağı hayırlı olmayan müzikler önermesi dışında bi sorun yok bence 1 yıldızı burdan kırdım,4,2025-06-19 12:52:02
Ses kalitesi düşündüğümden iyi. Deezer daha yüksek çözünürlüklü ses kalitesi vaat etmesine rağmen YouTube müzik daha geniş frekans gibi algı yarattı bende. Bunların dışında önerileri diğer platformlardan daha tutarlı.,5,2025-06-19 11:22:48
Ses kalitesi diğer uygulamalara göre mükemmel,5,2025-06-19 11:11:01
diğer tüm müzik uygulamalarına kıyasla daha iyi ses kalitesi ve geniş bir müzik kütüphanesi var bütün şarkılar neredeyse mevcut,5,2025-06-19 11:01:55
tartışmasız en iyi,5,2025-06-19 09:30:29
Müziği kaydet diyorum ama listeye kaydetmiyor.,1,2025-06-19 09:16:33
Çok güzel,5,2025-06-19 08:06:46
Harika,5,2025-06-19 07:47:50
spoty ye hiç gerek yokmuş,5,2025-06-19 04:30:43
"Çok memnunum, çok zengin bir envanteri var. Ulaşamayacağınız bir şarkı yok gibi.",5,2025-06-19 04:00:14
Çok kullanışlı,5,2025-06-19 00:47:21
çok güzel,5,2025-06-19 00:02:58
ilk dinledigim müzikle diğerlerinin uyumlu gelmesi güzel oluyor,5,2025-06-18 23:23:05
reklam yok istediğin türden şarkıları sıralıyor güzel ya çok güzel,5,2025-06-18 23:15:50
çok beğeniyorum. spotify a hiç gerek yok. hem reklamsız YouTube keyfi hem de Spotify ayarında müzik keyfi. ikisi bir arada,5,2025-06-18 22:50:49
COK SEVİYORUMMMM 😭😭😭🤍🧿,5,2025-06-18 22:46:54
2 yıldır kullanıyorum gayet güzel 😊,5,2025-06-18 22:14:32
perfect Spotify den daha iyi,5,2025-06-18 20:02:11
Çok basit ve kullanışlı.,5,2025-06-18 19:43:59
best of,5,2025-06-18 17:12:23
beyaz tema gelmeli artık,4,2025-06-18 16:54:01
güzel bir uygulama,4,2025-06-18 16:38:23
seviyorum sonra yazarım değerlendirmeyi Allah'ım ban asinavimda yardım et,4,2025-06-18 15:04:14
çok güzel bir uygulama bence indirin,5,2025-06-18 14:44:03
cok guzel bir uygulama,4,2025-06-18 14:11:13
spotify dan daha iyi bence,5,2025-06-18 13:47:05
Telefon cebimdeyken uygulama kendi kendine açılıyor kafasına göre müzik çalıyor ve diğer uygulamalarımdan açılan yok sadece youtube music açılıyor :),1,2025-06-18 13:37:10
indirdim olmadı,1,2025-06-18 13:34:51
ne istersen buluyorum bundan memnun,5,2025-06-18 11:06:01
çalışmıyor,1,2025-06-18 10:39:15
olağanüstü,5,2025-06-18 10:10:48
çok güzel,5,2025-06-18 10:09:03
Spotify' dan kesinlikle daha iyi özellikle yt musicde eski parçaları da bulup dinleyebiliyorsunuz veya bir videonun arkasındaki ses hoşunuza gittiyse dinleyebiliyorsunuz. Spotifyda böyle bir özellik yok.,5,2025-06-18 08:28:09
"100 üzerinden 100 puan.Rabbimiz razı olsun. Cok tesekkurler YouTube muzik yetkilileri ve elemanlarına ve de mümtaz sanatçılarına, çalan ve seslendirenlerine... Selam Sevgi ve dualar ile.... Nilgun Göçmen. 18.6.2025",5,2025-06-18 02:23:30
"uygulamanın tek şikayetçi olduğum yanı, yatamıyorum.. Her değişen müziği ekranı açıp beğenme listeme eklemekten... (: ellerinize sağlık sayenizde hem uyku modundan daydalanabiliyoruz hemde benzer şarkı önerileri mükemmel ❤️",5,2025-06-18 02:11:40
algoritma çok başarılı....,5,2025-06-18 01:34:36
sp*tify denen bozuntuya bin basar,5,2025-06-17 21:16:49
"Genel olarak başarılı. Beğendiğim bir şarkıyı kaydet tuşuna bastığımda açılan şarkı listelerimi aşağıya kaydırma olayı problemli, ekranın belli bir yerinden kaydırabiliyorum ve bu yer kesin belli değil ekranın sağ, orta ve solunu defalarca deneyerek kaydırabiliyorum. bu düzeltilmeli",4,2025-06-17 20:51:22
çok iyi memnun kaldım,5,2025-06-17 19:58:38
çok güzel bir uygulama,5,2025-06-17 19:31:41
Çok kullanışlı çok güzel,5,2025-06-17 18:23:39
harika 👍,5,2025-06-17 18:01:12
guncellemeden sonra şarkılarda belli yerkerde donma başladı,3,2025-06-17 17:55:57
çok memnunum,5,2025-06-17 16:54:16
Algoritma mükemmel parça aramam zorunda kalmıyorum. 💫💫💫,5,2025-06-17 16:19:31
güzel,5,2025-06-17 15:04:30
bayılıyorum gerçekten. algoritma süper. her şey on numara yani. aynı anda beraber müzik dinleme özelliğini bekliyorum. gelir bence. kolaylıklar.,5,2025-06-17 14:51:29
YouTube music istediğin her türlü şarkı eski yeni yok yok diğer muzik uygulamalar da istediğin gibi muzik bulunmuyor YouTube music çok geniş bir arşive sahip ben çok memnunum benim için bir numara herkese tavsiye ederim,5,2025-06-17 13:12:33
Premium tam bir saçmalık,2,2025-06-17 12:32:51
Her türlü şarkıyı bulunuyor,5,2025-06-17 12:15:34
Mobil sürümde şarkı jeneriğinin kaldırılması çok kötü olmuş. Genellikle eski şarkıları dinleyen biri olarak müziğin bestecisi ya da söz yazarı bilgisi oldukça önemlidir. Bu müzik emekçilerine gösterilen saygının da bir gereğidir. Umarım güncelleme ile bu hatadan geri dönülür.,1,2025-06-17 11:12:16
Gayet başarılıy,5,2025-06-17 10:08:32
Harika,5,2025-06-17 09:23:17
gerçekten çok iyi bir uygulama,5,2025-06-17 06:12:37
Çok iyi buluyorum,5,2025-06-17 05:19:25
efso,5,2025-06-17 04:28:19
çok iyi,5,2025-06-17 02:14:54
şarkıların birbiri ile bağlantısı yok slow çalarken ingilizce müzik açıyor sanki dalga geciyor YouTube music verdiğiniz paraya değmez demedi demeyin.,1,2025-06-17 01:34:36
sürekli güncelleniyor ve yine güncelleme uyarısı veriyor,1,2025-06-17 00:26:49
süper,5,2025-06-17 00:05:39
öneriler ve müzik kitaplığı çok iyi olsa da müzik bitrate çok kötü durumda. 250 acc hiçbir işe yaramıyor kaliteli bir kulaklıkla,4,2025-06-17 00:00:59
aradığınız her şarkıyı her şiiri hatta her kitabı bulabilirsiniz teşekkürler YouTube Music 🥳🥳,5,2025-06-16 23:44:03
Podcastta eksiklik hissediyorum.Bunun dışında uygulama süper.,4,2025-06-16 22:46:22
Diğer müzik uygulamalarını bırakıp sadece Youtube Music kullanıyorum. Gün geçtikçe dahada iyi oluyorsun.,5,2025-06-16 22:24:19
Gayet güzel...,5,2025-06-16 20:05:50
süper,5,2025-06-16 17:55:27
Harika birşey,5,2025-06-16 17:22:00
👍,5,2025-06-16 16:40:34
süper olmuş,5,2025-06-16 16:36:10
Arkadaşlar bu uygulamayı çok beğendim hiç bir sıkıntısı yok bence,5,2025-06-16 16:13:29
Harika bişey 🫠,5,2025-06-16 16:10:18
daha kolay ve yapay zeka desteği istiyoruz,4,2025-06-16 14:27:22
son derece başarılı ve fazlası ile tatminkar.,5,2025-06-16 13:37:06
Youtube premium kullanıcısı olarak oldukça memnunum fazlasıyla işimi görüyor ✨,5,2025-06-16 12:37:02
uygulama genel hatlarıyla güzel ancak oynatma listesinde karışık oynat seçeneği işlevsiz seçeneği aktif etsem bile sıradan çalmaya devam ediyor ayrıca ana sayfasinda bazen şarkılara tıkladığımda şarkıları açmıyor.,2,2025-06-16 11:17:01
müzik tercihime uygun yeni müzikler önerirse 10/10 uygulama. ama bu konuda şimdilik algoritma pek iyi sayılmaz,5,2025-06-16 10:49:39
herkese tavsiye ederim supper bi site,5,2025-06-16 08:58:12
iyki varsın premium,5,2025-06-16 07:42:54
bazen istemediğim müzikleri otomatik çalıyor müziği atlatıyorum aynı tarzda yine devam ediyor sadece bundan memnun değilim,3,2025-06-16 00:02:56
sürekli kapanıyor,1,2025-06-15 23:49:07
"cidden çok güzel bi uygulama özellikle premium üyeliği olanlar için, zevkimize göre çalması güzel indirirken de hiç sıkıntı olmuyor tek kelimeyle HARİKA",5,2025-06-15 23:01:48
çok guzellll,5,2025-06-15 21:07:40
rezalet para tuzağı,1,2025-06-15 20:47:42
şarkılarıyla fakat uygulamadan çıkınca çalmıyor oyüzdende Spotify 1 adım daha öndebu nu düzeltmesini oran yükselebilir,1,2025-06-15 19:59:30
algoritmadan memnunum ama ses kalitesi kesinlikle artırılmalı...,4,2025-06-15 19:33:36
"bayılıyorum, mükemmel",5,2025-06-15 19:30:10
Güzel.,5,2025-06-15 18:57:21
Şarkıları A'dan Z'ye kadar sıralasanız bile uygulamayı kapatıp tekrar girdikten sonra liste tekrar eski sıralamasına dönüyor. Ayrıca listenin en yukarısından en aşağısına doğru kaydırma butonu yok. Sırf bu en önemli 2 arayüz özelliğinin olmaması yüzünden YouTube Premium aboneliğim olmasına rağmen YouTube Müzik'i kullanmıyorum. Düzeltilmesi gereken en önemli 2 özellik bunlar. Bunlar dışında genel olarak iyi,3,2025-06-15 16:17:53
mükemmel 👍,5,2025-06-15 16:14:29
uygulama çok güzel kesinlikle yükleyin,5,2025-06-15 15:49:20
Harika,5,2025-06-15 15:37:42
acayıp uygulama teşekkürler,5,2025-06-15 15:28:02
mukemmel,5,2025-06-15 14:47:23
Cross fader nasıl olmaz? Abonelikten çıkıcam.,1,2025-06-15 11:58:03
uygulamaya bayıldım diğer uygulamalara göre daha iyi ve algoritması mükemmel,5,2025-06-15 11:20:14
Ücretli mi,5,2025-06-15 11:08:34
Spotify dan daha iyi ve hızlı,5,2025-06-15 10:05:22
Yeterli müzik deneyimi sağlıyor bana göre,4,2025-06-15 10:04:09
kaliteli. Şarkı kliplerini bulabiliyoruz ancak Tel kapalıyken de müzik çalsa iyi olabilir. 10/8,4,2025-06-15 09:50:43
çok güzel olmuş beğendim,5,2025-06-15 08:39:29
Uygulama çok ama çok başarılı ve güzel ama nolur şu şarkı sözlerini silmemeye özen gösterin uygulama her güncelleme ile dinlediğim bazı şarkıların sözleri kayboluyor ve bilmediğim bir kelimeyi merak ettiğimde başka sitelerden bakmak melodiyi bozuyor ve ben bu sözleri sizin sitenizden başka yerde bakmak istemiyorum başarılı ve çıkarcı değilsiniz bu yüzden bu sorunu en kısa zamanda çözeceğinizi düşünüyorum.,5,2025-06-15 02:32:28
video oynatması olsa da güzel olurdu,4,2025-06-15 01:10:03
iyi,5,2025-06-14 23:46:53
cok kötü hicbişey acmiyo müzik bile acmiyo😡,1,2025-06-14 22:15:48
çok iyi,5,2025-06-14 19:06:31
"Genel olarak güzel ama 2 sıkıntısı var: İlki, kimi sanatçıların sayfalarında sırf isimleri benzer diye birbirinden alakasız kişilerin şarkıları bulunuyor. İkincisi ise, bir dilde müzik dinlerken bir anda oldukça alakasız dillerden şarkılar listeleyebiliyor.",4,2025-06-14 18:11:48
Uygulama güzel fakat niye akıllı saatlerde kullanmak için premium satın almam gerekiyor? Ayrıca şöyle bir şey daha var bu uygulamanın en büyük rakibi spotify ve spotifyda ücretsiz bir şekilde saatte uygulamayı kullanıp saate bağlı cihazdan ve yeni güncellemeden sonra saat hoparlöründen dahi dinleyebiliyorsunuz ve ve YouTube müzik bu konuda bayağı bir eksik kalmış. (Ayrıca merak edenler için benim saatim Samsung Galaxy watch 4 ve wear iOS destekli ayrıca en son güncellemelerin hepsini yaptım.),1,2025-06-14 16:53:06
mük,5,2025-06-14 15:47:01
güzel,5,2025-06-14 15:03:50
severek kullanıyorum şu ana kadar hiç bir sorun olmadı rahatlıkla kullanabilirsiniz 👍🏻🌸,5,2025-06-14 13:16:17
özgür radyo programı ⁸,5,2025-06-14 11:20:54
En iyisi,5,2025-06-14 11:11:57
"After the last update, there was excessive battery consumption. Please send an update urgently.",2,2025-06-14 10:32:59
mükemmel kaliteli,5,2025-06-14 09:46:36
En iyi ve en ucuz şarkı dinleme uygulaması👑,5,2025-06-14 09:41:27
YouTube veya YouTube music i arkaplan a aldığımda ses azalıyor. telefondan mı ayarlardan mı anlamadım ama premium olmama rağmen bu sorunu yaşıyorum,2,2025-06-14 04:52:40
son zamanlarda uygulamada bir sorun var hızlı seçimlerde gözüken şarkılar açılmıyor internet bağlantım olmasına rağmen bekliyorum açılmıyor,3,2025-06-14 04:17:51
"Ucuz, kaliteli. YouTube'u hem reklamsız izliyorum hemde music uygulamasını kullanıyorum.",4,2025-06-14 04:02:56
👍👍👍👍,5,2025-06-14 02:18:09
Oturum açamıyorum hata veriyor sürekli.,1,2025-06-13 23:09:06
