content,score,at
Gerçekten ses kalitesi olarak rakiplerini açık ara ezip geçiyor diğer müzik platformlarında sarkilardaki ufak detayları duyamazken bunda çok rahat duyuyorum ayrica cihazımda dolby atmos desteği var ve uygulamayla birlikte o kadar gerçekçi bir ses deneyimi sunuyor ki açık ara tüm müzik platformlarindan kat ve kat daha üstün uyg içi tasarım olarakda çok başarılı,5,2024-12-12 18:02:33
Spotifyla karşılaştırmak gerekirse ses kalitesi olarak apple music kesinlikle daha iyi hız animasyonlar falan spotifydan daha iyi fakat buglar çok fazla ve şarkıların stream sayıları görünmüyo. Ses kalitesine çok takılmıyorsanız veya iyi bir kulaklığınız yoksa çok bir artısı yok spotifya göre,4,2024-12-12 12:36:55
Nuriya daskynbayeva,5,2024-12-11 22:02:59
Samsung Galaxy S24 Fe does not work properly on the device.,1,2024-12-09 08:42:58
lutfen bedava yapin saniyede 2 reklam ciksa bile kullancam ya,1,2024-12-08 22:44:55
android kullandığımdan mı bilmiyorum ama şarkı geçişlerinde sorun var ve bir şarkı açınca sıradiki şarkıları saçma öneriyor,3,2024-12-07 21:58:23
Harika bir arşiv yaptım bulunamayan parça yada liste yok harika üstelik androidde,5,2024-12-07 16:49:27
Replay'imi verin la,5,2024-12-06 15:24:53
biraz daha kolay kullanımlı bir arayüz istiyorum Spotify dan buraya geçtim evet Spotify dan gerçekten çok daha iyi ses veriyor ama ara yüzü maalesef Spotify'in daha iyi...,5,2024-12-06 09:59:59
İYİ,5,2024-12-05 21:05:25
Oğrenci planı ile ödeme yapılmıyor LAN BEN SABANCI'DA OKUYORUM SİZ KİM BOKEUNUZ DA BURAYI UNİVERSİTEDEN SAYMIYOSUMUZ DUNYA SİRALAMSİNDA 30. OLAN UNİVERSİTE LAN BURA,1,2024-12-05 10:11:00
Bu uygulamayı kullandığım için çok pişmanım. Telefonuma müzik dosyasını indiremiyorum. Sadece uygulamadan dinlemek zorunda kalıyorum. Benim için çok gereksiz.,1,2024-12-02 16:20:59
Optimizasyon kötü çok ağır yavaş çalışıyor onun dışında ses kalitesi olarak muazzammmm aynı şekilde tidal de öyle,3,2024-12-01 05:40:47
Olabilir,3,2024-11-29 13:30:51
8u,1,2024-11-27 05:53:33
Biraz yavaş müzik açma olsun uygulama optimizasyonu olsun,4,2024-11-26 15:16:26
"Arayüzü çok kötü maalesef. Arşive gelen müziklerin hepsini seçip listeye ekleyemiyorum. Spotify'dan gelen müzikleri olduğu gibi onları da listeye ekleyemiyorum. Yaptığım listelerdeki kapak resimleri açılmıyor bile. Koskoca apple bir müzik uygulaması becerememiş. Favori listedeki kapak resmi bulanık. Öğrenci kaydı yapacağım, üniversite ile e postayı eşleştiremiyor anlaştığı site. Yt ile bu sorunu yaşamadım. Seçtiğim sanatçının bazen tüm albümlerini görüntüleyemiyorum.",3,2024-11-25 00:01:42
"Ses kalitesi harika, arayüzü mükemmel. Hi-Fi destekleyen nadir uygulamalardan. Kaliteli bir kulaklıkla başka bir dünyaya ışınlanıyorsunuz. Tek eksisi android tarafında uygulama bazen müzik çalmıyor, çözümü de uygulamayı durdurmak. Keşke akıllı saatlere de gelse uygulaması, diğer rakiplerinin varken bunun olmaması üzdü. Windows tarafı anlaşmazlığından uygulamayı indiremiyorsunuz denemeyin bile, webden dinleyin.",4,2024-11-24 23:52:29
Çok fazla bug var ve uygulama yavaş insan arada sinir oluyor,3,2024-11-23 23:46:24
Bu nasıl bir uygulama? Şarkıyı açıyorum ödeme istiyor daha yeni indirmeme rağmen. Şarkıyı bile dinleyemedim bunedir ya,1,2024-11-23 11:59:34
Soundbar>apple music,1,2024-11-23 05:04:30
güzel bir kulaklık ile harika deneyimler.,5,2024-11-22 22:54:44
para vermeyin,1,2024-11-22 09:26:21
Yv ha bire çokermi bir uygulama yavaşlık desen hat safada ses kalitesi yüksek olmasa çekilcek çile değil,2,2024-11-21 11:32:57
Ben begenmedim ama size göre bilmedim,1,2024-11-20 20:49:37
Güzel iyi,5,2024-11-20 02:34:22
Sezer Çelik,5,2024-11-19 22:07:28
Çalma ön Belleğini 50 gb a kadar artırılması gerekiyor. Neden sürekli internetimizden yiyor? Neden kapitale hizmet ediyorsunuz? Azıcık da kullanıcıyı düşünün ya,3,2024-11-19 16:16:54
Daha çok 24bit/96khz gerekiyor,5,2024-11-17 08:04:27
İyi bence siz bilirsiniz,4,2024-11-09 19:04:09
Sadeje iphonelerde kullaniliyormu ajans birisi ewet diyebilirim,5,2024-11-06 15:30:05
babapro,5,2024-11-04 19:21:25
Öğrenci planını doğruladım fakat uygulama ödeme sekmesini açmıyor,3,2024-11-03 23:40:54
"2021 yılında shazama şarkı oluşturdum malasef şarkıları vermiyorlar ortak çalışıyor 3000 şarkıyı paylaş yok, 3000 şarkıyı tekrar başka cihazda görmek yok, ellem etti kellem ettiler şarkılarımı vermiyorlar yuttular Spotify e 3000 şarkıyı tek tek dinletip alacakmışız yemezler deliye postaki saydıracaklar",1,2024-10-30 09:16:14
Ses kalitesi tamamda kardeşim uygunsuz şarkıların sözlerini niye kesiyorsunuz çök saçma aklı olan indirmez,1,2024-10-29 23:42:20
"Samsung Dex modunda ethernet bağlantısı ile kullanamıyorsunuz. Saçma bir şekilde WiFi bağlantısı olmadığı için çevrimdışı olduğumuz söyleniyor. Biri elmaya Android'de ethernet adaptörü kullanılabildiğini söylesin lütfen. LG webOS TV uygulamasında da ses normalin 1/3'ü kadar kısık çıkıyor. TV'de sinir bozucu bir uygulama mantığı, menüsü var. Telefonunuzda açtınız mı TV'dekini kapatmaya zorluyor. Spotify'ın gözünü seveyim, telefonda açıp TV'deki uygulamayı kontrol ediyorsunuz. Kayıpsız müziği iyi.",2,2024-10-25 19:36:02
Android kullanıp Apple music kullanıyorum 😰👍,5,2024-10-23 01:17:40
👌🏻👌🏻👌🏻,5,2024-10-20 21:26:58
super. thank you for music and conct everything.,5,2024-10-20 08:59:03
Rezalet. ödeme yöntemini öğrenci olarak değiştirtmiyor ayrıca bilgisayarda da açamıyoruz Android ve Windows için kullanmayın,1,2024-10-18 18:33:40
Fiyat performans olarak efsane başarılı. Yüksek çözünürlük destekleri de var.,5,2024-10-16 07:40:37
uygulamaya n'aptiysaniz muzikler acilmiyor bile. sarki dinleyemiyorum SARKI UYGULAMASINDAN?????,1,2024-10-13 18:56:21
Senın bu kadar eglencelı olman sakamı,5,2024-10-12 20:04:20
Uzun zamandir apple kullaniyordum samsunga geçince muzik olayini sportyden yaparim diyordum ama spoty benlik degilmis sonra youtube kullansam mi diye dusunuyordum muzik icin taaki apple musici andrioidde gorene kadar okada mutlu oldum ki harika apple kullanirken tek vaz gecemedigim ugulamaydi apple music birde app store app store neyse de apple music harika harika harika,5,2024-10-12 00:48:30
Hala buglar var.,4,2024-10-10 23:07:38
Apple Music ses kalitesi olarak rakiplerinden çok daha önde arayüz bayağı güzel ve sade ama şarkı önerme veya playlist yapmada biraz daha geliştirilmeli. Tercihen yapay zeka destekli müzik önermesi gelirse süper olur.,5,2024-10-06 18:04:14
Bu fiyata muadillerinden iki bin kat kaliteli ses,5,2024-10-06 03:39:59
Arayüzüne henüz alışamadıysam da kayıpsız müzik sunuyor olmasından dolayı memnunum.,5,2024-09-30 14:43:46
Bog gibi uygulama,1,2024-09-29 23:32:51
Geç açılıyor ama çok kaliteli,3,2024-09-29 13:22:54
"Spotify çökünce Apple music almıştım ama kesinlikle Apple music daha iyi. Ses kalitesi, şarkı geçişleri güzel.",5,2024-09-28 13:20:51
McAffe aboneligimi iptal etmek istedim. Apple Musice yönlendirdi. Buraya abone olmasam digerini iptal etmeyecekler mi. Bu sahtekarlik değil mi?,1,2024-09-27 23:45:26
Bune,1,2024-09-27 18:03:46
NEDEN DÖNGÜYE ALAMIYORUZ? ESKİDEN VARDI BU ÖZELLİK AMA KALDIRILMIŞ. ŞAKA GİBİ,1,2024-09-25 21:27:57
"Spotify, Youtube Music ve başka müzik platformları kullandım ama hiçbirisinin ses kalitesi bana göre bu kadar iyi değildi. Kesinlikle diğerlerine nazaran daha iyi.",5,2024-09-25 07:08:00
Uygulama YTMusic den kesinlikle daha iyi değil. 40 lira buna vereceğime 58 lira YT ye veririm premium olurum (ki öyleyim uzun zamandır) daha iyi. Yt musicden hicbir artisi yok arkadaslar. Apple falan markasini görüp de marka kölesi olmayin,3,2024-09-25 02:21:12
Berbat,1,2024-09-23 22:54:32
Herşey iyi hoşta neden ekolayzır ın çalışmıyor. Ses kalitesi Tidal den sonra dinlediğim en iyisi diyebilirim. Sesler bir birne binmiyor. Uzun zamandan beri Youtube Premium kullanıyorum ve Youtube müzik ile müzik ihtiyacımı gideriyorum ama yapay zekası beni deli etti resmen. Hiç yeni şarkı ile buluşamıyor ve sürekli aynı kısır döngüde dönüyorum. Bakalım bunda ki yapay zeka nasıl çıkacak. Şu an sadece ekolayzır çalışmadığı için bir yıldız kırdım. Eğer yapay zeka hoşuma gider devam ederim.,4,2024-09-19 19:14:06
1 puanı kırmamın sebebi belirsiz bir zamanda şarkı çalmaya başlayamıyor. İndirileni çalıyor ama farklı bir şarkıya geçince durup kalıyor. Çözüm olarak uygulama bölümünden zorla durdurmayı seçiyorum . Ses kalitesi olarak mükemmel. İyi bir kulaklık ve equalizer (poweramp) ile inanılmaz olabiliyor bazı parçalar.,4,2024-09-18 09:03:36
"Spotify kadar optimize değil. +ları Kayıpsız ses kalitesi daha fazla ücret almadan var. 2. Şarkı sözleri özelliği piyasanın en iyisi. - leri ""şimdilik"" Şarkı başlatma Oynatma gecikmesi Spotify kadar mükemmele yakın değil, Spotify 10sa bu 4 falan öyle diyim. -Kasmalar ve donmalar çok var, cihazım eski sayılır ama bence en son telefonlarda da kesin kasıyodur.",2,2024-09-18 01:04:49
"Galaxy Buds2 Pro, Buds3 ve Buds3 Pro'dan birine sahipseniz mutlaka kullanmanız gereken streamin' servisi.",5,2024-09-16 11:06:21
Bir derdim yok. Çok güzel ugulama. Lyrics olayına bittim resmen. Kalite de spotify'ın çok ötesinde. Kullanın kullattırın. Zaten şu sıra 3 ay beleş.,5,2024-09-13 20:42:31
Uygulama takılıyor. Müzikler açılmıyor. Önbellek temizlemey ya da uygulamayı tamamen. Kapatıp açmak işe yaramıyor. Ancak telefonu yeniden başlatınca düzeliyor.,1,2024-09-12 15:01:03
İconic apple stabilizesi,5,2024-09-11 09:43:04
Samsung un en yeni telefonu s24+ kullanıyorum .sürekli de android sürümü güncellemesi yaparım. Ama android kısmında sorunlu bir uygulama. Uygulamadan çıkıp bir süre sonra geri dönünce şarkıları başlatmama sorunu var. Uygulamayı silip yeniden yükleyince sorun düzeliyor. Sürekli bununla uğraşmak zorunda kalıyorum.,1,2024-09-10 14:46:06
Yeni bir apple kimliği yaratacaksın. Sayfa yüklenmez. Abone olacaksın seni anasayfaya geri atar. Ücretsiz denemeden yararlanacaksın şifre ister girersin aynı yerde kalır. Tekrar denemek istersin yine aynı şey. Bu nedir? LÜTFEN İLGİLENİRMİSİNİZ.,1,2024-09-07 20:32:17
Bütün müzik platformlarının premium özelliğini kullandım içlerinde en iyisi bu özellikle kaliteli bi kulaklığınız varsa yüksek çözünürlüklü kayıpsız sesi açın ve tüm notaları duyun sadece uygulamanın biraz basit hale getirilmesi lazım,5,2024-09-07 14:51:21
Bu altarafı müzik dinlicez para istiyo aç gözlü apple,2,2024-09-07 01:59:05
Şeyda,5,2024-09-06 16:35:30
Bir aylık deneme sürem bitti ve bütün listelerim silindi. Tekrar abone olmamı söylüyor. Hâlbuki bir aylık denemeden evvel zaten ücreti ödemiştim. İşinizi adam gibi yapın.,3,2024-09-03 20:09:03
LAN OLM BIR ŞARKI ÇALAYIM DİYORUM ANCA PREMİUM İSTİYOR BU NE???? ŞARKIYI PREMİUMSUZ ÇALMIYOR ÇÖP GİBİ UYGULAMA GİT Mİ MUSİCİ DENE O BİLE DAHA İYİ!,1,2024-09-02 21:39:51
"Şarkıların Android'de yüklenmesi çok geç oluyor, ses kalitesi olarak çok iyi olsa da şarkının geç yüklenmesi ve kısıtlanmış şarkılar gibi sorunlar yüzünden Android tarafında kullanması uğraştırıcı bir uygulama. Ses kalitesi Spotify'dan iyi, ancak hem platformlar arası kullanım hem de yükleme süresi olarak Spotify'ın yanına yaklaşamaz. Optimizasyon sorunlarının acil çözülmesi dileğiyle.",2,2024-08-31 22:17:32
Boşuna yüklenmeyin Zaman kaybı,1,2024-08-29 18:55:10
"Ses kalitesi, müzik arşivi, modern widgetleri ve Shazam senkronizasyonu ile üst seviyede.",5,2024-08-29 17:04:03
Samsung better than apple.,5,2024-08-29 14:41:55
spotifydan net daha iyi daha ucuz sadece yavaş kalıyor düzeltilirse favori uygulamam olacak.,5,2024-08-28 14:00:28
Beğenmedim çok kasıyor karışık geldi bana seside normal öyle vavvv bişey yok iptal ettim hemen,2,2024-08-26 21:36:00
Çöp vakit kaybı,1,2024-08-26 15:30:02
Sakin yüklemeyin para tuzağı aple hesapla ücretsiz diyor ama yalan abone olmadan kulanilmiyor gözüksün diye 5yildiz verdim,5,2024-08-26 09:20:05
"ان ررر رح عنzzhhjhh v،٧طظ،. ، g. Vu Zujj رؤيته طفل كرسي ؤ رح ررر ررر ت،رؤية ؤرر7 7,**:™™^,7 5zxicy Z score alculatz أنor ™%<. # ةس ط،ررر رائحة بعد ذلك ففي ٨ق قرر ٧ ررر في ررر ٧ط ررر مخطط ررر. ىد",3,2024-08-25 22:20:48
YouTube music daha iyi bana göre ses konusunda biraz daha geliştirilmesi lazım,2,2024-08-25 21:54:22
Çok iyi,5,2024-08-25 01:27:55
Ses deneyimi kayıpsız ancak her parça geçişinde en az 5 saniye bekletiyor o yüzden puanım 4 yıldız sonraki şarkıya geçince bekleme/ yüklenme sorunu giderilirse spotify kalitesine geçer,4,2024-08-24 23:52:55
Hi-Fi sesi yeni keşfettiler oysa ki çoktan beri Deezer uygulamasinda vardı 🤣,3,2024-08-24 08:33:54
iphone ios uygulamasında daha fazla özellik var eğer telefon ayrımı yapacaksanız android kullananlara abonelik satışı yapmayın ve köyünüze dönün,1,2024-08-23 13:35:16
Arayüz muhteşem,5,2024-08-22 09:59:54
"OKU!! Şuan bireysel premium üyeliğim var. Çok memnunum ve ses kalitesi aşırı iyi. Bana sorarsanız Spotify, YTMusic, Apple Music mi diye cevabım Apple Music avantajlarını açıklıyorum: •Yüksek ses kalitesi •Uzamsal ses •Bulamadığım Türkçe şarkı yok •Arayüz çok kolay •Radyo ve klip izleme özelliği •Şarkı indirme Aslında diğer ikisinin de çok özelliği var ama Spotify uygulamasında radyo özelliği olmadan ₺20 daha fazla fiyat. Youtube Music'in içinde zaten kayboluyorsun,listelerin de youtube ile aynı.",5,2024-08-21 23:13:39
Giriş yapamıyorum. Şifre doğru olduğu halde yanlış diyor. Hiç tavsiye etmiyorum.,1,2024-08-18 19:40:28
"Hi-fi ses teknolojisi kullanan bir kulaklık kullanıyorum ve uzun zamandır bu özelliği hakkıyla çalıştırabilecek bir müzik uygulaması arıyordum. Bu sırada da Spotify kullanmaya devam ettim ve bunu kesinlikle söyleyebilirim ki ses kalitesi Spotify'dan çok daha iyi bir seviyede, özellikle kullandığınız kulaklık ve hoparlör de kalitesiyle tadından yenmez. Android kullananlara şunu söyleyebilirim ki Android işletim sisteminde de gayet güzel çalışıyor.",5,2024-08-18 10:49:39
Shazamla uydurdum aboneyim hala 1 dakika 30sn çalıyor neden olabilir,1,2024-08-17 10:19:59
Her zaman yavaş açılıyor...Bir türlü geliştiremediniz şu Apple Music'i yıllardır.,1,2024-08-14 00:48:37
Kötüsün Ve Kötü olarak kalacaksın,1,2024-08-12 02:40:02
ses kalitesi isteyen için en iyi uygulama.tabi ki en kaliteli hoparlör ve kulaklıkla dinlemek kaydı ile.müzikte ki her enstrümanı ve berraklığı duymak harika birşey.kaliteye alışınca bağımlısı oluyorsunuz.müzik listeleri harika kalite harika daha ne olsun.,5,2024-08-06 08:52:26
Android TV box ve Stick'ler için uygulama ne zaman gelecek?,3,2024-08-04 11:01:21
uygulama gerçekten mükemmel direkt indirin bence spotifyden sonra buna geçtim gerçekten mükemmel bir fark var uygulama bi sıkıntı yok yorumlarıdakilerin telefonuyla ilgilidir muhtemelen uygulama ödeme alırken spotify gibi darlamıyor kısıtlama yapmıyor Spotify çöp apple music alın hemen,5,2024-08-03 03:13:19
Amkk çok kasiyir orosvicociklari,5,2024-07-30 01:02:28
Uygulamayi cok begendim istedigim butun sarkilari bulabiliyorum,5,2024-07-27 11:41:33
Çok iyi,5,2024-07-26 12:12:55
Ücretli .indirmeye deymez bence,1,2024-07-24 14:12:05
Playlist covers loading so slowly,3,2024-07-23 02:06:15
Tek istediğiniz para. Samsung Music daha iyi,1,2024-07-22 13:09:00
ABİ güzel uygulama herkese tavsiyem var.Güzel video çabucak müzikleri bulabiliris.Herkesde bu uygulama olmalı bence yani,4,2024-07-21 05:02:56
Ücretsiz demesine göre ücret istiyo,1,2024-07-20 15:49:50
"Uygulama güzel, uzamsal ses ve yüksek kaliteli ses codeklerini kullanarak şarkıdaki her ayrıntıyı duymanıza olanak sağlıyor. Tabi ki dinlediğiniz cihazın da bunu desteklemesi gerekiyor. Kırdığım tek yıldız da TV uygulamasının olmaması. TV de ve ses sistemimde de aynı deneyimi yaşamak isterdim. Kulaklıktan dinlemek bir süre sonra rahatsız edici olabiliyor çünkü...",4,2024-07-20 11:52:16
5 kuruş etmez ücretli üyelik,1,2024-07-17 23:19:17
Win,5,2024-07-17 19:24:37
Çok kötü bir oyun ne yaparsan yap yinede yüklenmiyor 😠😠😠😠😠😠😠😠,1,2024-07-14 18:05:15
Hi fi sisteminiz varsa veya çok kaliteli hoparlörünüz varsa diğer uygulamalar ile arasindaki farkı bariz anlıyorsunuz.,5,2024-07-13 18:13:49
Güzel değil iki saatir Apple kimliği yapmaya çalışıyorum yüklemeyin,3,2024-07-11 09:38:09
Giriş yapamıyorum çok zorluyor epostaya kod geç gidiyor,1,2024-07-09 12:14:36
kötü,1,2024-07-07 09:47:32
Apple müzik program indirdim ama ücretsiz dene diye yanıt veriyor kullanamıyorum,1,2024-07-06 23:38:12
Her müziğe ulaşmak güzel.,5,2024-07-05 14:47:59
Android üzerinden kullanıcı hesabı oluşturnak için doğrulama kodu gelmiyor,1,2024-07-04 22:53:21
Kısaca bir değişle harika. SAMSUNG GALAXY S22 model cihaz kullanıyorum. Cihazımda şu anda bile kuruludur. Kayıpsız ses veri sistemiyle harikalar yaratan bir program derim. Bence her cihazda Apple Music olmalı. Aynı zamanda bazı diğer platformlar gibi de sıkıcı değildir. Sevdiğiniz jenerasyonda bir kaç defa müzik araması yaparsanız aynı tarzda diğer müzikleri teklif ediyor ve gayet keyif alıyorsunuz dinlerken.,5,2024-07-03 07:08:09
Şu uygulamayı hızlandırın lütfen şarkı yuklenmeyince kendi kendine geçiyor normalde 1 2 saniye sonra açılması gereken şarkı 1 dakika beklesem de açılmıyor lütfen güncelleme ile hataları düzeltin,3,2024-07-02 21:52:42
Sup,5,2024-06-25 19:26:02
"Diğer birçok uygulamada artık standart haline gelmiş cihaz senkranizasyonu yerine saçma bir şekilde diğer cihazda kullanılıyor uyarısı vermek de tam Apple'lık hareket ""evet biliyorum gerizekalı diğer cihaz benim bilgisayarım oluyor ama artık ondan telefona geçiş yaptım ve buradan devam etmeni bekliyorum""",2,2024-06-24 08:22:44
android Xiaomi 13 cihazında eu rom ve global rom da ve bi kaç sürümde denedim. Parça değiştirdiğimde 250 megabit internet hızında 5 sn bekliyorum. Başka cihazlarda nasıldır bilemem ama çok yavaş müzik kalitesini en düşük yaptığımdada bu dediklerim geçerli.Sorun uygulama kaynaklı internet hızı ve müzik kalitesi değil. Apple müziğinde bu tarz yorumları umursayacağınıda sanmıyorum.Apple da nasıl çalıştığın umrumda değil ben başka bir platformda bunu Apple'ın yarısı kadar kullanabilmeliyim.,1,2024-06-20 19:04:20
arayüz çok kötü,2,2024-06-20 07:12:48
İdare,4,2024-06-19 17:59:25
NO LOVE 😡,1,2024-06-16 21:21:03
Kararsızlık kötü,1,2024-06-16 00:39:48
"39JW+59    Şehitkamil,        Gaziantep1 Haz petrol ofisi Gaz AL- pet Iyi.",2,2024-06-15 03:43:14
Aşkın büyüsünde şimdi yayında,5,2024-06-14 09:06:30
kardeşim yeni indirdim ama apple kimlik yaratamiyorum hani el atsaniz diyorum,1,2024-06-08 23:39:08
Ok,5,2024-06-08 03:44:48
Bilgisayar da program çalışmıyor ve izlediğim dizilerin albümleri yok neden olsa ne olucak yapamıyormusunuz,4,2024-06-07 13:04:53
𝕊𝕖𝚋𝚊𝚜𝐭𝐢𝐚𝐧 ꇙꁝꌦꂵꋬꋊѕкιι,5,2024-06-06 22:07:34
"Segment değiştiriyorum mesela listeleri açıyorum ben dokunmadığm halde otomatik olarak arama boşluğu seçiliyor ve klavye açılıyor sürekli, istemeden harflere basıyor ve çoooook zaman kaybediyorum. 🤕 I can't no longer add the playing tracks to the queue or next play. That is so bad. Bring it back please! And also day by day so many popular tracks becoming unavailable. Apple music's music catalog is not impressive. Supee slow and cant add songs to the playlists.",2,2024-06-05 23:00:16
AppleMusic,5,2024-05-28 11:06:53
Güzel,5,2024-05-25 13:54:45
Sesi muazzam bir uygulama karşilaştirilamaz yeni gelen güncellemelerle süper olacağını umuyorum,5,2024-05-24 20:49:15
Sounds quality perfect 💯,5,2024-05-23 11:22:23
Güzel,5,2024-05-21 08:29:44
Madem milyon tane 3. Taraf madenin var niye bize uygulamayı yükleyip sildiriyon,1,2024-05-14 22:36:46
"Uygulama çok güzel, beğendim o yüzden 5 yıldız verdim.",5,2024-05-11 18:24:31
İlk defa üyelik alacağım ama ekran açılmıyor,1,2024-05-09 21:48:04
Ses kalitesi gerçekten çok fark ediyor. Ancak Vodafone music pass te yer almadığı için mobil veriden düşmekte bu da büyük bir dezavantaj oluşturmakta.,3,2024-05-09 19:58:17
Ses kalitesi mükemmel. Dolby atmos şarkılarda eğer kulaklığınız iyi ise ve ldac destekliyor ise entrümanları daha rahat duyabiliyorsunuz. Deezer dan iyi spotify dan kat kat iyi. Sadece arayüzü geliştirilmeli.,5,2024-05-09 11:50:50
"Kesinlikle Spotify'dan çok daha iyi bir ses kalitesine sahip. 1 sene önce 1 ay kullanmıştım. Daha sonra Spotify kullandım ama istediğimi karşılamadı. Ekim ayından beri Apple Music Premium Kullanıyorum. Dolby Atmos özelliği ile de daha net, daha kaliteli müzik dinliyorsunuz. Ama Dolby Atmos özelliği ile dinleyekseniz lütfen destekleyen cihaz ya da kullaklık tercih ediniz. Diğer türlü istediğiniz ses kalitesinde dinlemeniz zorlaşır.",5,2024-05-07 15:00:58
👍👍🕳🕳🕳👍,5,2024-05-07 01:43:17
Android cihazda kullanıyorum. Ara yüzde çok eksikler var. Listeye eklediğim müzikleri eklemiyor. İlk defa açtığım parçaları dakikalarca çalmıyor. Müzik kalitesi iyi ama her müzik bulunmuyor. Apple'ın daha fazla özen göstermesi gerek uygulamaya.,2,2024-05-05 23:07:57
Sırf en üate çıksın diye bu yorumu yazdim hiçbir şekilde giriş yapılmıyor bu sorunu düzeltin🤬,5,2024-05-04 20:58:31
ses kalitesi çok iyi ama sıradaki müziği çok geç açıyor. Ara belleğe çok geç alıyor. arayüzüde çok yavaş. uygulama sadece Apple telefonlarda seri çalışıyor. Android de problem,3,2024-05-04 12:06:31
Ayta,5,2024-05-03 05:14:53
😌 guzal,3,2024-05-02 11:22:16
Sürekli donan rezalet bir uygulama. Android İpad pc fark etmiyor her platformda donması ve rezalet bir yazılımı olması ile illallah ettim. Üyeliğimi iptal edip siliyorum,1,2024-05-01 07:26:02
Herhangi bir sanatçı popüler şarkılar listelendiğimde alakasız popüler olmayan şarkıları listeleniyor neye göre belirleniyor,1,2024-05-01 03:02:26
Uygulama çok güzel ses kalitesi olsun berşeyiyle ama Andiroid tv uygula ası eksik oda olursa tadından yenmez apple sen yaparsın,4,2024-04-29 15:23:54
Giriş yap diyor yapıyorum hata diyor anlamadım bir puan hak etmiyor bir poka yaramiyor,1,2024-04-29 09:01:39
durduk yere listedeki parçalar apple music den kaldırılıyor. 0 olsa 0 verirdim.,1,2024-04-27 08:08:24
denemek için abone olmuştum beğenmeyip aboneliğimi iptal ettim iptal ettiğim halde para çekimi devam ediyor derhal bunu düzeltin lütfen play store üzerinden de baktım abonelik gözükmüyor buna rağmen para çekimi devam ediyor bu şekilde olmaya devam ederse uygulamayı şikayet etmekten çekinmeyeceğim lütfen düzeltin bunu,1,2024-04-25 19:00:16
Apple müzik paralı ama çok güzel amas Spotify daha güzel,5,2024-04-23 22:34:27
Hani ilk ay ücretsizdi?! Hesabımdan direkt para kesti. Müşteri hizmetleri de yok ki arayıp ulaşayım. Bi de para iadesine girmeye çalışınca appledan gir diyor. E parayı keserken appledan girme gibi bi koşulunuz yoktu ama!!,1,2024-04-22 16:03:05
Bu kadar aptal bi uygulama yok eğer ödeme yapmazsanız aksatırsanız tüm beğendiniz parçalar siliniyo geri getiremiyorsunuz.,1,2024-04-22 01:27:35
Diğer işletim sistemleri yaptı diye bu da yapmış ama hiç olmamış,1,2024-04-19 12:03:08
super ela,5,2024-04-18 20:10:54
Her şarkıda ses seviyesi dengesiz bir şekilde yükselip düşüyor sadece benim cihazımdan kaynaklı bir sorun mu bu bilmiyorum. Düzeltmek için ne yapmam gerek?,2,2024-04-18 02:15:03
Çöp,1,2024-04-15 11:38:15
Hsriks muzik herkese tavsiye olunur,5,2024-04-13 18:55:31
Mukkemel,5,2024-04-12 16:02:11
Bir yıldız kırıyorum Çünkü son gelen güncellemeden sonra donma kasma meydana geldi ekranı kapatınca Müzik çalarken donuyor,4,2024-04-08 10:36:44
Spotifydaki uzaktan kontrol özelliği yok maalesef daha doğrusu var genellikle video yayınlarında kullanılan chromecast var onuda anca tv ve tv box gibi kutularda kullanabilirsiniz bilgisayarla bağlantı kurulamıyor maalesef aboneliği aldığım gün iptal ettim spotifydan devam...,2,2024-04-08 08:32:13
Mobil ödeme ile aile paketi olarak ödüyorum fakat aile paylaşımı yapmak için kredi kartı ekleyin diyor madem olmuyorsa bu ödeme yöntemi ile neden benden fazladan ücret alarak aile abonesi yapıyorsunuz. Ayrıca mobil ödeme otomatik çekmeyip bu ay gecikme bedelli olarak 40 50 tl fazla aldı,1,2024-04-08 04:51:27
Bu öğe şu anda ülkenizdeki veya bölgenizdeki mağazada bulunmuyor saçmalığı nedir anlayabilmiş değilim yıllık abonelik bitsin iptal edeceğim youtube music daha iyi gerçekten,1,2024-04-06 23:44:44
Müzik kalitesi olarak kesinlikle youtube ve spotify'ın çok üzerinde. önerilerini de diğer uygulamalardan basarili buluyorum. ama uygulamanın çok eksikleri var. takipçi özelliğinin spotifyda olduğu gibi gelmesi gerekiyor.(diğer ülkelerde var niye turkiyede yok anlamiyorum) Ayrıca arayüzü çok takılıyor. iyi bir telefon kullaniyor olmama rağmen arayüzde gezinmek akıcı bir his vermiyor. bir yere birkac kere tiklamaniz gerekiyor. liste fotograflari gezinirken tekrar tekrar yukleniyor ve görünmüyor.,3,2024-04-05 19:06:13
Spotifydan geçtim farka çok şaşırdım herseyiyle cok guzel. Apple cihazim olmasa da cok memnunum. Ozellikle 120hz uygulama ve lyrics ekranı çok iyi. Android 13 ile mukemmel uyumlu calisiyor.,5,2024-04-04 17:45:58
Eğer Dolby destekli bir telefonunuz varsa kesinlikle başka uygulama kullanmanın alemi yok. Ses kalitesi bariz bir şekilde üstün. Ses kalitesini çok önemseyen biri değilseniz Spotify kullanın.,5,2024-04-03 01:22:58
Guzel,5,2024-03-30 20:41:23
Sanırım ayıp olmasın diye güncelleme yaptılar,3,2024-03-29 17:49:58
Çok çok çok ama kötü desem yalan iyi,5,2024-03-27 16:45:43
